chart_id,chart_type,level,repeat,condition,model_alias,question_id,question_kind,expected_answer,given_answer,exact_match,tolerance_match,parse_ok
bar_level2_rep2,bar,2,2,image,opus,2,difference,36.0,36 V,1,1,1
bar_level2_rep2,bar,2,2,image,opus,3,extremum,2. mérés,"A minta, 2. mérés",1,1,1
bar_level2_rep2,bar,2,2,image,opus,4,aggregate,61.3,61.29 V,0,1,1
bar_level2_rep2,bar,2,2,image,sonnet,1,exact_value,90.0,91,0,1,1
bar_level2_rep2,bar,2,2,image,sonnet,2,difference,36.0,37,0,1,1
bar_level2_rep2,bar,2,2,image,sonnet,3,extremum,2. mérés,"A minta, 2. mérés",1,1,1
bar_level2_rep2,bar,2,2,image,sonnet,4,aggregate,61.3,61.9,0,1,1
bar_level3_rep1,bar,3,1,image,claude-sonnet-4-5,1,exact_value,69.4,69,0,1,1
bar_level3_rep1,bar,3,1,image,claude-sonnet-4-5,2,difference,39.2,38,0,1,1
bar_level3_rep1,bar,3,1,image,claude-sonnet-4-5,3,extremum,9. mérés,9. mérés,1,1,1
bar_level3_rep1,bar,3,1,image,claude-sonnet-4-5,4,aggregate,32.92,32.7,0,1,1
bar_level3_rep1,bar,3,1,image,haiku,1,exact_value,69.4,70,0,1,1
bar_level3_rep1,bar,3,1,image,haiku,2,difference,39.2,39,0,1,1
bar_level3_rep1,bar,3,1,image,haiku,3,extremum,9. mérés,9. mérés,1,1,1
bar_level3_rep1,bar,3,1,image,haiku,4,aggregate,32.92,33.18,0,1,1
bar_level3_rep1,bar,3,1,image,opus,1,exact_value,69.4,kb. 69 V,0,1,1
bar_level3_rep1,bar,3,1,image,opus,2,difference,39.2,"kb. 39 V (A minta 9. mérés ~69 V, B minta 3. mérés ~30 V)",0,1,1
bar_level3_rep1,bar,3,1,image,opus,3,extremum,9. mérés,"C minta, 9. mérés (~98,5 V)",1,1,1
bar_level3_rep1,bar,3,1,image,opus,4,aggregate,32.92,kb. 33 V,0,1,1
bar_level3_rep1,bar,3,1,image,sonnet,1,exact_value,69.4,70,0,1,1
bar_level3_rep1,bar,3,1,image,sonnet,2,difference,39.2,45,0,0,1
bar_level3_rep1,bar,3,1,image,sonnet,3,extremum,9. mérés,"C minta, 10. mérés",0,0,1
bar_level3_rep1,bar,3,1,image,sonnet,4,aggregate,32.92,32.8,0,1,1
bar_level3_rep2,bar,3,2,image,claude-sonnet-4-5,1,exact_value,97.3,97,0,1,1
bar_level3_rep2,bar,3,2,image,claude-sonnet-4-5,2,difference,74.0,74,1,1,1
bar_level3_rep2,bar,3,2,image,claude-sonnet-4-5,3,extremum,1. mérés,1. mérés,1,1,1
bar_level3_rep2,bar,3,2,image,claude-sonnet-4-5,4,aggregate,76.13,75.3,0,1,1
bar_level3_rep2,bar,3,2,image,haiku,1,exact_value,97.3,97,0,1,1
bar_level3_rep2,bar,3,2,image,haiku,2,difference,74.0,73,0,1,1
bar_level3_rep2,bar,3,2,image,haiku,3,extremum,1. mérés,1. mérés,1,1,1
bar_level3_rep2,bar,3,2,image,haiku,4,aggregate,76.13,"75,8",0,1,1
bar_level3_rep2,bar,3,2,image,opus,1,exact_value,97.3,"kb. 97,5 V",0,1,1
bar_level3_rep2,bar,3,2,image,opus,2,difference,74.0,"kb. 74 V (A minta 6. mérés ≈ 97,5 V, B minta 5. mérés ≈ 23 V)",1,1,1
bar_level3_rep2,bar,3,2,image,opus,3,extremum,1. mérés,1. mérés (kb. 92 V),1,1,1
bar_level3_rep2,bar,3,2,image,opus,4,aggregate,76.13,kb. 76 V,0,1,1
bar_level3_rep2,bar,3,2,image,sonnet,1,exact_value,97.3,97,0,1,1
bar_level3_rep2,bar,3,2,image,sonnet,2,difference,74.0,73,0,1,1
bar_level3_rep2,bar,3,2,image,sonnet,3,extremum,1. mérés,"B minta, 1. mérés",1,1,1
bar_level3_rep2,bar,3,2,image,sonnet,4,aggregate,76.13,75.3,0,1,1
bar_level4_rep1,bar,4,1,image,claude-sonnet-4-5,1,exact_value,76.75,17,0,0,1
bar_level4_rep1,bar,4,1,image,claude-sonnet-4-5,2,difference,1.45,3,0,0,1
bar_level4_rep1,bar,4,1,image,claude-sonnet-4-5,3,extremum,2. mérés,15. mérés,0,0,1
bar_level4_rep1,bar,4,1,image,claude-sonnet-4-5,4,aggregate,54.021,60.8,0,0,1
bar_level4_rep1,bar,4,1,image,haiku,1,exact_value,76.75,77,0,1,1
bar_level4_rep1,bar,4,1,image,haiku,2,difference,1.45,1,0,0,1
bar_level4_rep1,bar,4,1,image,haiku,3,extremum,2. mérés,6. mérés,0,0,1
bar_level4_rep1,bar,4,1,image,haiku,4,aggregate,54.021,54,0,1,1
bar_level4_rep1,bar,4,1,image,opus,1,exact_value,76.75,kb. 77 V,0,1,1
bar_level4_rep1,bar,4,1,image,opus,2,difference,1.45,"kb. 1 V (B minta 14. mérés ≈ 77 V, C minta 13. mérés ≈ 78 V)",0,0,1
bar_level4_rep1,bar,4,1,image,opus,3,extremum,2. mérés,2. mérés (kb. 86 V),1,1,1
bar_level4_rep1,bar,4,1,image,opus,4,aggregate,54.021,kb. 54 V,0,1,1
bar_level4_rep1,bar,4,1,image,sonnet,1,exact_value,76.75,~78,0,1,1
bar_level4_rep1,bar,4,1,image,sonnet,2,difference,1.45,"~16 (B minta 14. mérés ≈78, C minta 13. mérés ≈94, különbség: 94-78=16)",0,0,1
bar_level4_rep1,bar,4,1,image,sonnet,3,extremum,2. mérés,11. mérés (~85),0,0,1
bar_level4_rep1,bar,4,1,image,sonnet,4,aggregate,54.021,"~53,5 (értékek: 88, 19, 24, 34, 20, 95, 29, 83, 73, 36, 70, 87, 20, 17, 93, 68 → összeg ≈856, átlag ≈53,5)",0,1,1
bar_level4_rep1_text,bar,4,1,text,claude-sonnet-4-5,1,exact_value,76.75,76.75,1,1,1
bar_level4_rep1_text,bar,4,1,text,claude-sonnet-4-5,2,difference,1.45,1.45,1,1,1
bar_level4_rep1_text,bar,4,1,text,claude-sonnet-4-5,3,extremum,2. mérés,2. mérés,1,1,1
bar_level4_rep1_text,bar,4,1,text,claude-sonnet-4-5,4,aggregate,54.021,54.02,0,1,1
bar_level4_rep1_text,bar,4,1,text,haiku,1,exact_value,76.75,76.75,1,1,1
bar_level4_rep1_text,bar,4,1,text,haiku,2,difference,1.45,1.45,1,1,1
bar_level4_rep1_text,bar,4,1,text,haiku,3,extremum,2. mérés,"B minta, 2. mérés",1,1,1
bar_level4_rep1_text,bar,4,1,text,haiku,4,aggregate,54.021,54.02,0,1,1
bar_level4_rep1_text,bar,4,1,text,opus,1,exact_value,76.75,76.75,1,1,1
bar_level4_rep1_text,bar,4,1,text,opus,2,difference,1.45,1.45,1,1,1
bar_level4_rep1_text,bar,4,1,text,opus,3,extremum,2. mérés,"B minta, 2. mérés",1,1,1
bar_level4_rep1_text,bar,4,1,text,opus,4,aggregate,54.021,54.02,0,1,1
bar_level4_rep1_text,bar,4,1,text,sonnet,1,exact_value,76.75,76.75,1,1,1
bar_level4_rep1_text,bar,4,1,text,sonnet,2,difference,1.45,1.45,1,1,1
bar_level4_rep1_text,bar,4,1,text,sonnet,3,extremum,2. mérés,"B minta, 2. mérés (85.78)",1,1,1
bar_level4_rep1_text,bar,4,1,text,sonnet,4,aggregate,54.021,54.02,0,1,1
bar_level4_rep2,bar,4,2,image,claude-sonnet-4-5,1,exact_value,38.56,40,0,1,1
bar_level4_rep2,bar,4,2,image,claude-sonnet-4-5,2,difference,13.34,2,0,0,1
bar_level4_rep2,bar,4,2,image,claude-sonnet-4-5,3,extremum,15. mérés,16. mérés,0,0,1
bar_level4_rep2,bar,4,2,image,claude-sonnet-4-5,4,aggregate,59.383,58.9,0,1,1
bar_level4_rep2,bar,4,2,image,haiku,1,exact_value,38.56,52,0,0,1
bar_level4_rep2,bar,4,2,image,haiku,2,difference,13.34,14,0,1,1
bar_level4_rep2,bar,4,2,image,haiku,3,extremum,15. mérés,15. mérés,1,1,1
bar_level4_rep2,bar,4,2,image,haiku,4,aggregate,59.383,62,0,1,1
bar_level4_rep2,bar,4,2,image,opus,1,exact_value,38.56,"kb. 38,5 V",0,1,1
bar_level4_rep2,bar,4,2,image,opus,2,difference,13.34,"kb. 13,5 V (38,5 V vs. 25 V)",0,1,1
bar_level4_rep2,bar,4,2,image,opus,3,extremum,15. mérés,"C minta, 15. mérés (100 V)",1,1,1
bar_level4_rep2,bar,4,2,image,opus,4,aggregate,59.383,"kb. 59,4 V",0,1,1
bar_level4_rep2,bar,4,2,image,sonnet,1,exact_value,38.56,~40,0,1,1
bar_level4_rep2,bar,4,2,image,sonnet,2,difference,13.34,"~15 (6. mérés B≈40, 7. mérés B≈25)",0,0,1
bar_level4_rep2,bar,4,2,image,sonnet,3,extremum,15. mérés,"4. mérés, C minta (~95)",0,0,1
bar_level4_rep2,bar,4,2,image,sonnet,4,aggregate,59.383,~58 (becsült átlag a 16 mérésből),0,1,1
bar_level4_rep2_text,bar,4,2,text,claude-sonnet-4-5,1,exact_value,38.56,38.56,1,1,1
bar_level4_rep2_text,bar,4,2,text,claude-sonnet-4-5,2,difference,13.34,13.34,1,1,1
bar_level4_rep2_text,bar,4,2,text,claude-sonnet-4-5,3,extremum,15. mérés,"C minta, 15. mérés",1,1,1
bar_level4_rep2_text,bar,4,2,text,claude-sonnet-4-5,4,aggregate,59.383,59.38,0,1,1
bar_level4_rep2_text,bar,4,2,text,haiku,1,exact_value,38.56,38.56,1,1,1
bar_level4_rep2_text,bar,4,2,text,haiku,2,difference,13.34,13.34,1,1,1
bar_level4_rep2_text,bar,4,2,text,haiku,3,extremum,15. mérés,"C minta, 15. mérés",1,1,1
bar_level4_rep2_text,bar,4,2,text,haiku,4,aggregate,59.383,59.38,0,1,1
bar_level4_rep2_text,bar,4,2,text,opus,1,exact_value,38.56,38.56,1,1,1
bar_level4_rep2_text,bar,4,2,text,opus,2,difference,13.34,13.34,1,1,1
bar_level4_rep2_text,bar,4,2,text,opus,3,extremum,15. mérés,"C minta, 15. mérés",1,1,1
bar_level4_rep2_text,bar,4,2,text,opus,4,aggregate,59.383,59.38,0,1,1
bar_level4_rep2_text,bar,4,2,text,sonnet,1,exact_value,38.56,38.56,1,1,1
bar_level4_rep2_text,bar,4,2,text,sonnet,2,difference,13.34,13.34,1,1,1
bar_level4_rep2_text,bar,4,2,text,sonnet,3,extremum,15. mérés,"C minta, 15. mérés (99.91)",1,1,1
bar_level4_rep2_text,bar,4,2,text,sonnet,4,aggregate,59.383,59.38,0,1,1
bar_level5_rep1,bar,5,1,image,claude-sonnet-4-5,1,exact_value,64.62,58,0,0,1
bar_level5_rep1,bar,5,1,image,claude-sonnet-4-5,2,difference,1.51,30,0,0,1
bar_level5_rep1,bar,5,1,image,claude-sonnet-4-5,3,extremum,13. mérés,13. mérés,1,1,1
bar_level5_rep1,bar,5,1,image,claude-sonnet-4-5,4,aggregate,55.913,72.5,0,0,1
bar_level5_rep1,bar,5,1,image,haiku,1,exact_value,64.62,60,0,0,1
bar_level5_rep1,bar,5,1,image,haiku,2,difference,1.51,2,0,0,1
bar_level5_rep1,bar,5,1,image,haiku,3,extremum,13. mérés,14. mérés,0,0,1
bar_level5_rep1,bar,5,1,image,haiku,4,aggregate,55.913,52,0,0,1
bar_level5_rep1,bar,5,1,image,opus,1,exact_value,64.62,kb. 64 V,0,1,1
bar_level5_rep1,bar,5,1,image,opus,2,difference,1.51,kb. 4 V (64 V vs. 60 V),0,0,1
bar_level5_rep1,bar,5,1,image,opus,3,extremum,13. mérés,"B minta, 13. mérés (kb. 97 V)",1,1,1
bar_level5_rep1,bar,5,1,image,opus,4,aggregate,55.913,kb. 58 V,0,1,1
bar_level5_rep1,bar,5,1,image,sonnet,1,exact_value,64.62,65,0,1,1
bar_level5_rep1,bar,5,1,image,sonnet,2,difference,1.51,24,0,0,1
bar_level5_rep1,bar,5,1,image,sonnet,3,extremum,13. mérés,"B minta, 18. mérés",0,0,1
bar_level5_rep1,bar,5,1,image,sonnet,4,aggregate,55.913,60,0,0,1
bar_level5_rep1_text,bar,5,1,text,claude-sonnet-4-5,1,exact_value,64.62,64.62,1,1,1
bar_level5_rep1_text,bar,5,1,text,claude-sonnet-4-5,2,difference,1.51,1.51,1,1,1
bar_level5_rep1_text,bar,5,1,text,claude-sonnet-4-5,3,extremum,13. mérés,"B minta, 13. mérés",1,1,1
bar_level5_rep1_text,bar,5,1,text,claude-sonnet-4-5,4,aggregate,55.913,55.91,0,1,1
bar_level5_rep1_text,bar,5,1,text,haiku,1,exact_value,64.62,64.62,1,1,1
bar_level5_rep1_text,bar,5,1,text,haiku,2,difference,1.51,1.51,1,1,1
bar_level5_rep1_text,bar,5,1,text,haiku,3,extremum,13. mérés,"B minta, 13. mérés",1,1,1
bar_level5_rep1_text,bar,5,1,text,haiku,4,aggregate,55.913,55.91,0,1,1
bar_level5_rep1_text,bar,5,1,text,opus,1,exact_value,64.62,64.62,1,1,1
bar_level5_rep1_text,bar,5,1,text,opus,2,difference,1.51,1.51,1,1,1
bar_level5_rep1_text,bar,5,1,text,opus,3,extremum,13. mérés,"B minta, 13. mérés",1,1,1
bar_level5_rep1_text,bar,5,1,text,opus,4,aggregate,55.913,55.91,0,1,1
bar_level5_rep1_text,bar,5,1,text,sonnet,1,exact_value,64.62,64.62,1,1,1
bar_level5_rep1_text,bar,5,1,text,sonnet,2,difference,1.51,1.51,1,1,1
bar_level5_rep1_text,bar,5,1,text,sonnet,3,extremum,13. mérés,"B minta, 13. mérés (96.86)",1,1,1
bar_level5_rep1_text,bar,5,1,text,sonnet,4,aggregate,55.913,55.91,0,1,1
bar_level5_rep2,bar,5,2,image,claude-sonnet-4-5,1,exact_value,19.76,22,0,0,1
bar_level5_rep2,bar,5,2,image,claude-sonnet-4-5,2,difference,6.58,3,0,0,1
bar_level5_rep2,bar,5,2,image,claude-sonnet-4-5,3,extremum,2. mérés,6. mérés,0,0,1
bar_level5_rep2,bar,5,2,image,claude-sonnet-4-5,4,aggregate,55.886,77,0,0,1
bar_level5_rep2,bar,5,2,image,haiku,1,exact_value,19.76,46,0,0,1
bar_level5_rep2,bar,5,2,image,haiku,2,difference,6.58,25,0,0,1
bar_level5_rep2,bar,5,2,image,haiku,3,extremum,2. mérés,19. mérés,0,0,1
bar_level5_rep2,bar,5,2,image,haiku,4,aggregate,55.886,43,0,0,1
bar_level5_rep2,bar,5,2,image,opus,1,exact_value,19.76,kb. 20 V,0,1,1
bar_level5_rep2,bar,5,2,image,opus,2,difference,6.58,"kb. 6 V (D@6 ≈ 20 V, D@10 ≈ 26 V)",0,0,1
bar_level5_rep2,bar,5,2,image,opus,3,extremum,2. mérés,2. mérés (kb. 98–99 V),1,1,1
bar_level5_rep2,bar,5,2,image,opus,4,aggregate,55.886,kb. 63 V,0,0,1
bar_level5_rep2,bar,5,2,image,sonnet,1,exact_value,19.76,95,0,0,1
bar_level5_rep2,bar,5,2,image,sonnet,2,difference,6.58,2,0,0,1
bar_level5_rep2,bar,5,2,image,sonnet,3,extremum,2. mérés,2. mérés,1,1,1
bar_level5_rep2,bar,5,2,image,sonnet,4,aggregate,55.886,46,0,0,1
bar_level5_rep2_text,bar,5,2,text,claude-sonnet-4-5,1,exact_value,19.76,19.76,1,1,1
bar_level5_rep2_text,bar,5,2,text,claude-sonnet-4-5,2,difference,6.58,6.58,1,1,1
bar_level5_rep2_text,bar,5,2,text,claude-sonnet-4-5,3,extremum,2. mérés,"B minta, 2. mérés",1,1,1
bar_level5_rep2_text,bar,5,2,text,claude-sonnet-4-5,4,aggregate,55.886,55.89,0,1,1
bar_level5_rep2_text,bar,5,2,text,haiku,1,exact_value,19.76,19.76,1,1,1
bar_level5_rep2_text,bar,5,2,text,haiku,2,difference,6.58,6.58,1,1,1
bar_level5_rep2_text,bar,5,2,text,haiku,3,extremum,2. mérés,"B minta, 2. mérés",1,1,1
bar_level5_rep2_text,bar,5,2,text,haiku,4,aggregate,55.886,55.89,0,1,1
bar_level5_rep2_text,bar,5,2,text,opus,1,exact_value,19.76,19.76,1,1,1
bar_level5_rep2_text,bar,5,2,text,opus,2,difference,6.58,6.58,1,1,1
bar_level5_rep2_text,bar,5,2,text,opus,3,extremum,2. mérés,"B minta, 2. mérés",1,1,1
bar_level5_rep2_text,bar,5,2,text,opus,4,aggregate,55.886,55.89,0,1,1
bar_level5_rep2_text,bar,5,2,text,sonnet,1,exact_value,19.76,19.76,1,1,1
bar_level5_rep2_text,bar,5,2,text,sonnet,2,difference,6.58,6.58,1,1,1
bar_level5_rep2_text,bar,5,2,text,sonnet,3,extremum,2. mérés,"B minta, 2. mérés (98.45)",1,1,1
bar_level5_rep2_text,bar,5,2,text,sonnet,4,aggregate,55.886,55.89,0,1,1
bar_level5_rep3,bar,5,3,image,claude-sonnet-4-5,1,exact_value,17.4,37,0,0,1
bar_level5_rep3,bar,5,3,image,claude-sonnet-4-5,2,difference,31.65,12,0,0,1
bar_level5_rep3,bar,5,3,image,claude-sonnet-4-5,3,extremum,1. mérés,1. mérés,1,1,1
bar_level5_rep3,bar,5,3,image,claude-sonnet-4-5,4,aggregate,54.096,44.25,0,0,1
bar_level5_rep3,bar,5,3,image,haiku,1,exact_value,17.4,1,0,0,1
bar_level5_rep3,bar,5,3,image,haiku,2,difference,31.65,1,0,0,1
bar_level5_rep3,bar,5,3,image,haiku,3,extremum,1. mérés,1. mérés,1,1,1
bar_level5_rep3,bar,5,3,image,haiku,4,aggregate,54.096,36,0,0,1
bar_level5_rep3,bar,5,3,image,opus,1,exact_value,17.4,"kb. 17,5 V",0,1,1
bar_level5_rep3,bar,5,3,image,opus,2,difference,31.65,"kb. 31,5 V (24. mérés kb. 49 V, 20. mérés kb. 17,5 V)",0,1,1
bar_level5_rep3,bar,5,3,image,opus,3,extremum,1. mérés,"A minta, 1. mérés (kb. 99 V)",1,1,1
bar_level5_rep3,bar,5,3,image,opus,4,aggregate,54.096,kb. 52 V,0,1,1
bar_level5_rep3,bar,5,3,image,sonnet,1,exact_value,17.4,~30,0,0,1
bar_level5_rep3,bar,5,3,image,sonnet,2,difference,31.65,"~19 (20. mérés ≈ 30, 24. mérés ≈ 49)",0,0,1
bar_level5_rep3,bar,5,3,image,sonnet,3,extremum,1. mérés,"A minta, 18. mérés (~99 V)",0,0,1
bar_level5_rep3,bar,5,3,image,sonnet,4,aggregate,54.096,~36 V,0,0,1
bar_level5_rep4,bar,5,4,image,claude-sonnet-4-5,1,exact_value,40.51,65,0,0,1
bar_level5_rep4,bar,5,4,image,claude-sonnet-4-5,2,difference,24.19,53,0,0,1
bar_level5_rep4,bar,5,4,image,claude-sonnet-4-5,3,extremum,13. mérés,13. mérés,1,1,1
bar_level5_rep4,bar,5,4,image,claude-sonnet-4-5,4,aggregate,59.378,46.3,0,0,1
bar_level5_rep4,bar,5,4,image,haiku,1,exact_value,40.51,5V,0,0,1
bar_level5_rep4,bar,5,4,image,haiku,2,difference,24.19,25V,0,1,1
bar_level5_rep4,bar,5,4,image,haiku,3,extremum,13. mérés,2. mérés,0,0,1
bar_level5_rep4,bar,5,4,image,haiku,4,aggregate,59.378,23V,0,0,1
bar_level5_rep4,bar,5,4,image,opus,1,exact_value,40.51,kb. 40 V,0,1,1
bar_level5_rep4,bar,5,4,image,opus,2,difference,24.19,"kb. 25 V (D minta 3. mérés ≈ 40 V, B minta 13. mérés ≈ 65 V)",0,1,1
bar_level5_rep4,bar,5,4,image,opus,3,extremum,13. mérés,22. mérés,0,0,1
bar_level5_rep4,bar,5,4,image,opus,4,aggregate,59.378,kb. 63 V,0,0,1
bar_level5_rep4,bar,5,4,image,sonnet,1,exact_value,40.51,65,0,0,1
bar_level5_rep4,bar,5,4,image,sonnet,2,difference,24.19,"13 (D minta 3. mérés ≈65, B minta 13. mérés ≈52, különbség: 13)",0,0,1
bar_level5_rep4,bar,5,4,image,sonnet,3,extremum,13. mérés,"13. mérés, C minta (≈93)",1,1,1
bar_level5_rep4,bar,5,4,image,sonnet,4,aggregate,59.378,≈51,0,0,1
bar_level5_rep5,bar,5,5,image,claude-sonnet-4-5,1,exact_value,62.28,21,0,0,1
bar_level5_rep5,bar,5,5,image,claude-sonnet-4-5,2,difference,9.64,28,0,0,1
bar_level5_rep5,bar,5,5,image,claude-sonnet-4-5,3,extremum,8. mérés,14. mérés,0,0,1
bar_level5_rep5,bar,5,5,image,claude-sonnet-4-5,4,aggregate,57.465,77,0,0,1
bar_level5_rep5,bar,5,5,image,haiku,1,exact_value,62.28,26,0,0,1
bar_level5_rep5,bar,5,5,image,haiku,2,difference,9.64,24,0,0,1
bar_level5_rep5,bar,5,5,image,haiku,3,extremum,8. mérés,20. mérés,0,0,1
bar_level5_rep5,bar,5,5,image,haiku,4,aggregate,57.465,45,0,0,1
bar_level5_rep5,bar,5,5,image,opus,1,exact_value,62.28,kb. 62 V,0,1,1
bar_level5_rep5,bar,5,5,image,opus,2,difference,9.64,kb. 9 V,0,1,1
bar_level5_rep5,bar,5,5,image,opus,3,extremum,8. mérés,8. mérés,1,1,1
bar_level5_rep5,bar,5,5,image,opus,4,aggregate,57.465,kb. 57 V,0,1,1
bar_level5_rep5,bar,5,5,image,sonnet,1,exact_value,62.28,~20,0,0,1
bar_level5_rep5,bar,5,5,image,sonnet,2,difference,9.64,~30 (B minta 19. mérés ≈ 20; A minta 12. mérés ≈ 50),0,0,1
bar_level5_rep5,bar,5,5,image,sonnet,3,extremum,8. mérés,"B minta, 9. mérés (~96)",0,0,1
bar_level5_rep5,bar,5,5,image,sonnet,4,aggregate,57.465,~56,0,1,1
line_level1_rep1,line,1,1,image,claude-sonnet-4-5,1,exact_value,23.0,22,0,1,1
line_level1_rep1,line,1,1,image,claude-sonnet-4-5,2,difference,3.0,2,0,0,1
line_level1_rep1,line,1,1,image,claude-sonnet-4-5,3,extremum,4. mérés,4,0,0,1
line_level1_rep1,line,1,1,image,claude-sonnet-4-5,4,aggregate,40.2,39.75,0,1,1
